time,position_x,momentum_z
1.2412500000000001e-17,3.889497129326324e-11,-1.788530745804815e-21
1.2456315657828916e-17,3.885578858281934e-11,-1.788524072105938e-21
1.2500131315657829e-17,3.8816606102818525e-11,-1.7885173849338155e-21
1.2543946973486744e-17,3.877742385299808e-11,-1.7885106842476844e-21
1.2587762631315659e-17,3.873824183272652e-11,-1.7885039700066175e-21
1.2631578289144572e-17,3.8699060041007685e-11,-1.788497242169522e-21
1.2675393946973487e-17,3.8659878476486464e-11,-1.7884905006951388e-21
1.2719209604802402e-17,3.862069713745612e-11,-1.7884837455420405e-21
1.2763025262631316e-17,3.8581516021867166e-11,-1.788476976668632e-21
1.280684092046023e-17,3.854233512733779e-11,-1.788470194033148e-21
1.2850656578289146e-17,3.850315445116569e-11,-1.788463397593653e-21
1.2894472236118059e-17,3.846397399034143e-11,-1.78845658730804e-21
1.2938287893946974e-17,3.842479374156304e-11,-1.7884497631340295e-21
1.2982103551775889e-17,3.838561370125203e-11,-1.7884429250291683e-21
1.3025919209604804e-17,3.8346433865570554e-11,-1.7884360729508294e-21
1.3069734867433717e-17,3.8307254230439755e-11,-1.78842920685621e-21
1.3113550525262632e-17,3.826807479155918e-11,-1.7884223267023303e-21
1.3157366183091547e-17,3.822889554442717e-11,-1.788415432446034e-21
1.320118184092046e-17,3.818971648436218e-11,-1.7884085240439863e-21
1.3244997498749376e-17,3.815053760652481e-11,-1.7884016014526723e-21
1.328881315657829e-17,3.811135890594069e-11,-1.788394664628397e-21
1.3332628814407204e-17,3.807218037752379e-11,-1.7883877135272848e-21
1.3376444472236119e-17,3.8033002016100364e-11,-1.7883807481052768e-21
1.3420260130065034e-17,3.799382381643322e-11,-1.788373768318131e-21
1.3464075787893947e-17,3.795464577324632e-11,-1.788366774121421e-21
1.3507891445722862e-17,3.791546788124947e-11,-1.788359765470536e-21
1.3551707103551777e-17,3.787629013516321e-11,-1.7883527423206784e-21
1.359552276138069e-17,3.7837112529743533e-11,-1.7883457046268628e-21
1.3639338419209605e-17,3.779793505980652e-11,-1.788338652343916e-21
1.368315407703852e-17,3.775875772025271e-11,-1.788331585426476e-21
1.3726969734867434e-17,3.7719580506091074e-11,-1.788324503828991e-21
1.3770785392696349e-17,3.768040341246254e-11,-1.788317407505717e-21
1.3814601050525264e-17,3.764122643466293e-11,-1.7883102964107187e-21
1.3858416708354177e-17,3.760204956816519e-11,-1.788303170497868e-21
1.3902232366183094e-17,3.75628728086409e-11,-1.7882960297208426e-21
1.3946048024012005e-17,3.752369615198084e-11,-1.7882888740331253e-21
1.398986368184092e-17,3.748451959431464e-11,-1.7882817033880033e-21
1.4033679339669835e-17,3.744534313202936e-11,-1.788274517738567e-21
1.407749499749875e-17,3.740616676178694e-11,-1.7882673170377092e-21
1.4121310655327665e-17,3.736699048054043e-11,-1.788260101238124e-21
1.416512631315658e-17,3.732781428554893e-11,-1.7882528702923064e-21
1.4208941970985492e-17,3.728863817439122e-11,-1.78824562415255e-21
1.4252757628814407e-17,3.7249462144977923e-11,-1.7882383627709476e-21
1.4296573286643322e-17,3.721028619556223e-11,-1.78823108609939e-21
1.4340388944472237e-17,3.717111032474915e-11,-1.7882237940895642e-21
1.4384204602301152e-17,3.7131934531503136e-11,-1.788216486692953e-21
1.4428020260130067e-17,3.709275881515417e-11,-1.7882091638608343e-21
1.447183591795898e-17,3.705358317540225e-11,-1.78820182554428e-21
1.4515651575787894e-17,3.701440761232019e-11,-1.7881944716941545e-21
1.455946723361681e-17,3.697523212635483e-11,-1.7881871022611148e-21
1.4603282891445723e-17,3.6936056718326554e-11,-1.7881797171956086e-21
1.4647098549274638e-17,3.689688138942719e-11,-1.788172316447874e-21
1.4690914207103553e-17,3.685770614121625e-11,-1.788164899967938e-21
1.4734729864932468e-17,3.6818530975615556e-11,-1.7881574677056157e-21
1.477854552276138e-17,3.677935589490228e-11,-1.78815001961051e-21
1.4822361180590295e-17,3.674018090170038e-11,-1.7881425556320088e-21
1.486617683841921e-17,3.670100599897054e-11,-1.788135075719287e-21
1.4909992496248125e-17,3.6661831189998633e-11,-1.788127579821302e-21
1.495380815407704e-17,3.6622656478382705e-11,-1.7881200678867956e-21
1.4997623811905952e-17,3.658348186801862e-11,-1.7881125398642914e-21
1.5041439469734867e-17,3.654430736308437e-11,-1.7881049957020936e-21
1.5085255127563782e-17,3.6505132968023175e-11,-1.7880974353482876e-21
1.5129070785392697e-17,3.6465958687525355e-11,-1.7880898587507374e-21
1.5172886443221612e-17,3.6426784526509186e-11,-1.7880822658570845e-21
1.5216702101050527e-17,3.6387610490100694e-11,-1.788074656614748e-21
1.526051775887944e-17,3.634843658361256e-11,-1.788067030970922e-21
1.5304333416708353e-17,3.630926281252222e-11,-1.788059388872576e-21
1.5348149074537268e-17,3.6270089182449174e-11,-1.7880517302664528e-21
1.5391964732366183e-17,3.623091569913177e-11,-1.7880440550990674e-21
1.5435780390195098e-17,3.61917423684034e-11,-1.7880363633167065e-21
1.5479596048024013e-17,3.615256919616826e-11,-1.788028654865426e-21
1.5523411705852928e-17,3.6113396188376905e-11,-1.788020929691052e-21
1.556722736368184e-17,3.6074223351001484e-11,-1.7880131877391768e-21
1.5611043021510755e-17,3.603505069001096e-11,-1.7880054289551595e-21
1.565485867933967e-17,3.5995878211346337e-11,-1.7879976532841247e-21
1.5698674337168585e-17,3.595670592089597e-11,-1.7879898606709606e-21
1.57424899949975e-17,3.5917533824471197e-11,-1.7879820510603183e-21
1.5786305652826415e-17,3.587836192778224e-11,-1.7879742243966094e-21
1.583012131065533e-17,3.58391902364146e-11,-1.787966380624006e-21
1.587393696848424e-17,3.580001875580599e-11,-1.7879585196864384e-21
1.5917752626313156e-17,3.5760847491223946e-11,-1.7879506415275945e-21
1.596156828414207e-17,3.572167644774419e-11,-1.787942746090918e-21
1.6005383941970986e-17,3.568250563022984e-11,-1.7879348333196064e-21
1.60491995997999e-17,3.5643335043311544e-11,-1.7879269031566107e-21
1.6093015257628813e-17,3.5604164691368734e-11,-1.7879189555446333e-21
1.6136830915457728e-17,3.556499457851188e-11,-1.7879109904261265e-21
1.6180646573286643e-17,3.5525824708566046e-11,-1.7879030077432913e-21
1.6224462231115558e-17,3.5486655085055615e-11,-1.7878950074380756e-21
1.6268277888944473e-17,3.544748571119045e-11,-1.787886989452173e-21
1.6312093546773388e-17,3.5408316589853397e-11,-1.7878789537270214e-21
1.6355909204602303e-17,3.536914772358921e-11,-1.7878709002038004e-21
1.6399724862431218e-17,3.532997911459507e-11,-1.787862828823431e-21
1.644354052026013e-17,3.529081076471257e-11,-1.7878547395265738e-21
1.6487356178089045e-17,3.5251642675421294e-11,-1.787846632253626e-21
1.653117183591796e-17,3.5212474847834033e-11,-1.787838506944722e-21
1.6574987493746874e-17,3.517330728269361e-11,-1.7878303635397294e-21
1.6618803151575786e-17,3.5134139980371345e-11,-1.78782220197825e-21
1.66626188094047e-17,3.5094972940867165e-11,-1.7878140221996162e-21
1.6706434467233616e-17,3.505580616381139e-11,-1.7878058241428897e-21
1.675025012506253e-17,3.5016639648468155e-11,-1.7877976077468597e-21
1.6794065782891446e-17,3.49774733937404e-11,-1.787789372950042e-21
1.683788144072036e-17,3.4938307398176574e-11,-1.787781119690677e-21
1.6881697098549276e-17,3.48991416599788e-11,-1.787772847906727e-21
1.692551275637819e-17,3.485997617701267e-11,-1.7877645575358757e-21
1.6969328414207103e-17,3.482081094681847e-11,-1.7877562485155263e-21
1.7013144072036018e-17,3.478164596662388e-11,-1.7877479207827987e-21
1.7056959729864933e-17,3.474248123335807e-11,-1.787739574274529e-21
1.7100775387693848e-17,3.4703316743667135e-11,-1.7877312089272675e-21
1.7144591045522763e-17,3.4664152493930713e-11,-1.7877228246772763e-21
1.7188406703351674e-17,3.462498848027989e-11,-1.7877144214605284e-21
1.723222236118059e-17,3.458582469861615e-11,-1.787705999212705e-21
1.7276038019009504e-17,3.454666114463136e-11,-1.787697557869195e-21
1.731985367683842e-17,3.4507497813828685e-11,-1.7876890973650912e-21
1.7363669334667334e-17,3.4468334701544375e-11,-1.787680617635191e-21
1.740748499249625e-17,3.442917180297025e-11,-1.787672118613993e-21
1.7451300650325164e-17,3.439000911317685e-11,-1.7876636002356958e-21
1.749511630815408e-17,3.4350846627137153e-11,-1.7876550624341952e-21
1.753893196598299e-17,3.4311684339750696e-11,-1.787646505143084e-21
1.7582747623811906e-17,3.4272522245868034e-11,-1.78763792829565e-21
1.762656328164082e-17,3.423336034031545e-11,-1.7876293318248724e-21
1.7670378939469736e-17,3.4194198617919744e-11,-1.787620715663422e-21
1.7714194597298648e-17,3.415503707353304e-11,-1.787612079743659e-21
1.7758010255127563e-17,3.4115875702057484e-11,-1.7876034239976304e-21
1.7801825912956478e-17,3.4076714498469755e-11,-1.787594748357069e-21
1.7845641570785392e-17,3.4037553457845195e-11,-1.7875860527533915e-21
1.7889457228614307e-17,3.3998392575381575e-11,-1.7875773371176964e-21
1.7933272886443222e-17,3.3959231846422275e-11,-1.7875686013807628e-21
1.7977088544272137e-17,3.3920071266478845e-11,-1.7875598454730476e-21
1.8020904202101052e-17,3.388091083125284e-11,-1.7875510693246848e-21
1.8064719859929964e-17,3.384175053665681e-11,-1.7875422728654832e-21
1.810853551775888e-17,3.380259037883433e-11,-1.787533456024925e-21
1.8152351175587794e-17,3.37634303541791e-11,-1.7875246187321627e-21
1.819616683341671e-17,3.3724270459352856e-11,-1.7875157609160195e-21
1.8239982491245624e-17,3.368511069130215e-11,-1.787506882504986e-21
1.8283798149074536e-17,3.364595104727386e-11,-1.7874979834272178e-21
1.832761380690345e-17,3.360679152482937e-11,-1.787489063610536e-21
1.8371429464732366e-17,3.3567632121857414e-11,-1.7874801229824237e-21
1.841524512256128e-17,3.352847283658541e-11,-1.7874711614700234e-21
1.8459060780390196e-17,3.3489313667589325e-11,-1.787462179000138e-21
1.850287643821911e-17,3.3450154613802055e-11,-1.7874531754992266e-21
1.8546692096048025e-17,3.3410995674520156e-11,-1.787444150893403e-21
1.859050775387694e-17,3.3371836849409014e-11,-1.7874351051084354e-21
1.8634323411705852e-17,3.333267813850639e-11,-1.787426038069742e-21
1.8678139069534767e-17,3.329351954222431e-11,-1.7874169497023918e-21
1.8721954727363682e-17,3.3254361061349316e-11,-1.787407839931101e-21
1.8765770385192597e-17,3.321520269704108e-11,-1.7873987086802316e-21
1.880958604302151e-17,3.317604445082934e-11,-1.78738955587379e-21
1.8853401700850424e-17,3.313688632460921e-11,-1.787380381435425e-21
1.889721735867934e-17,3.309772832063493e-11,-1.7873711852884245e-21
1.8941033016508254e-17,3.3058570441511984e-11,-1.7873619673557155e-21
1.898484867433717e-17,3.301941269018767e-11,-1.787352727559861e-21
1.9028664332166084e-17,3.298025506994021e-11,-1.787343465823059e-21
1.9072479989995e-17,3.294109758436634e-11,-1.7873341820671393e-21
1.9116295647823914e-17,3.2901940237367554e-11,-1.7873248762135625e-21
1.9160111305652825e-17,3.2862783033134976e-11,-1.7873155481834173e-21
1.920392696348174e-17,3.2823625976132966e-11,-1.787306197897419e-21
1.9247742621310655e-17,3.2784469071081533e-11,-1.787296825275907e-21
1.929155827913957e-17,3.2745312322937604e-11,-1.7872874302388438e-21
1.9335373936968485e-17,3.270615573687526e-11,-1.787278012705811e-21
1.9379189594797397e-17,3.266699931826506e-11,-1.7872685725960083e-21
1.9423005252626312e-17,3.2627843072652395e-11,-1.787259109828252e-21
1.9466820910455227e-17,3.2588687005735223e-11,-1.7872496243209713e-21
1.9510636568284142e-17,3.254953112334102e-11,-1.787240115992208e-21
1.9554452226113057e-17,3.25103754314032e-11,-1.7872305847596114e-21
1.9598267883941972e-17,3.2471219935937116e-11,-1.7872210305404393e-21
1.9642083541770887e-17,3.243206464301564e-11,-1.7872114532515536e-21
1.9685899199599802e-17,3.2392909558744545e-11,-1.7872018528094184e-21
1.9729714857428717e-17,3.235375468923771e-11,-1.787192229130098e-21
1.977353051525763e-17,3.231460004059236e-11,-1.7871825821292543e-21
1.9817346173086543e-17,3.22754456188643e-11,-1.787172911722144e-21
1.9861161830915458e-17,3.223629143004342e-11,-1.7871632178236174e-21
1.990497748874437e-17,3.219713748002947e-11,-1.787153500348114e-21
1.9948793146573285e-17,3.215798377460822e-11,-1.7871437592096614e-21
1.99926088044022e-17,3.2118830319428154e-11,-1.7871339943218723e-21
2.0036424462231115e-17,3.207967711997781e-11,-1.7871242055979425e-21
2.008024012006003e-17,3.204052418156377e-11,-1.787114392950647e-21
2.0124055777888945e-17,3.2001371509289516e-11,-1.7871045562923385e-21
2.016787143571786e-17,3.196221910803517e-11,-1.7870946955349443e-21
2.0211687093546775e-17,3.1923066982438256e-11,-1.7870848105899634e-21
2.025550275137569e-17,3.18839151368755e-11,-1.787074901368464e-21
2.0299318409204602e-17,3.184476357544583e-11,-1.7870649677810806e-21
2.0343134067033517e-17,3.1805612301954603e-11,-1.7870550097380116e-21
2.0386949724862432e-17,3.1766461319899154e-11,-1.7870450271490155e-21
2.0430765382691343e-17,3.172731063245568e-11,-1.7870350199234093e-21
2.0474581040520258e-17,3.168816024246758e-11,-1.787024987970064e-21
2.0518396698349173e-17,3.1649010152435304e-11,-1.787014931197403e-21
